1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageType,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YrSold,Age_House,Age_Renovation,Garage_age,TotalSF
848,0,0,1,1,TwnhsE,4,2,662.0,0.0,2,6,1.0,0.0,2,186.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,1,6,420.0,2.0,5,2,Attchd,848,0,GasA,0,1Story,1,2,Lvl,0,4435,Inside,37.0,3,0,RM,169.0,BrkFace,None,0,CollgCr,0,4,6,2,3,CompShg,Gable,Normal,155900.0,WD,0,1,3,848.0,AllPub,140,0,16,16,16.0,1696.0
990,0,0,1,3,1Fam,4,3,495.0,0.0,2,6,0.0,0.0,2,495.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,3,0,PConc,1,6,299.0,1.0,5,3,Attchd,990,0,GasA,2,1Story,1,3,Lvl,0,8775,Inside,65.0,3,0,RL,0.0,None,None,0,CollgCr,64,4,5,2,3,CompShg,Gable,Normal,126000.0,WD,0,1,5,990.0,AllPub,0,1,26,26,24.0,1980.0
1258,0,216,1,3,1Fam,4,3,656.0,0.0,0,6,0.0,1.0,4,602.0,1,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,4,3,0,CBlock,2,6,528.0,2.0,5,2,Attchd,1258,0,GasA,0,1Story,1,2,Lvl,0,11040,Inside,80.0,3,0,RL,144.0,BrkFace,None,0,NWAmes,0,6,6,2,3,CompShg,Gable,Abnorml,145000.0,COD,0,1,5,1258.0,AllPub,55,2,49,16,49.0,2516.0
1040,0,0,1,3,1Fam,4,3,824.0,0.0,0,6,1.0,0.0,4,216.0,1,Feedr,Norm,SBrkr,220,4,3,HdBoard,HdBoard,2,3,0,CBlock,1,6,308.0,1.0,5,0,Attchd,1040,1,GasA,1,1Story,1,3,Lvl,0,7500,Corner,75.0,3,0,RL,0.0,None,None,0,Sawyer,0,4,5,2,3,CompShg,Gable,Normal,133000.0,WD,0,1,5,1040.0,AllPub,0,4,57,57,57.0,2080.0
1459,0,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1459.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,527.0,2.0,5,2,Attchd,1459,0,GasA,0,1Story,1,2,Lvl,0,8749,Inside,70.0,3,0,RL,100.0,BrkFace,None,0,CollgCr,39,4,7,2,3,CompShg,Gable,Normal,192000.0,WD,0,1,6,1459.0,AllPub,192,1,18,18,18.0,2918.0
1251,0,0,1,3,1Fam,4,3,553.0,0.0,1,6,1.0,0.0,4,698.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,2,2,2,CBlock,1,6,461.0,1.0,5,2,Attchd,1251,0,GasA,4,1Story,1,3,Lvl,0,8800,Inside,80.0,3,0,RL,425.0,BrkFace,Shed,700,NAmes,116,5,6,2,3,CompShg,Hip,Normal,160000.0,WD,0,1,6,1251.0,AllPub,0,0,56,56,56.0,2502.0
691,807,0,1,3,1Fam,4,3,592.0,0.0,0,6,0.0,0.0,2,99.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,5,1,PConc,2,6,409.0,2.0,5,0,Attchd,1498,1,GasA,2,2Story,1,3,Lvl,0,13031,Corner,106.92,1,0,RL,0.0,None,None,0,Gilbert,44,4,6,2,3,CompShg,Gable,Normal,187500.0,WD,0,1,6,691.0,AllPub,315,0,25,24,25.0,2189.0
996,0,0,1,2,1Fam,4,0,747.0,0.0,2,6,1.0,0.0,2,189.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,3,0,PConc,1,6,564.0,2.0,5,3,Attchd,996,0,GasA,0,SFoyer,1,2,Lvl,0,9069,Inside,73.0,3,0,RL,0.0,None,None,0,SawyerW,0,5,6,2,3,CompShg,Gable,Normal,147000.0,WD,0,1,5,936.0,AllPub,120,4,28,28,28.0,1932.0
546,546,0,1,3,TwnhsE,4,3,334.0,0.0,1,6,0.0,0.0,4,212.0,1,Norm,Norm,SBrkr,0,4,3,CemntBd,CmentBd,4,3,0,CBlock,1,6,286.0,1.0,5,2,Attchd,1092,1,GasA,4,2Story,1,3,Lvl,0,1974,Inside,21.216,3,0,RM,0.0,None,None,0,MeadowV,96,4,4,2,3,CompShg,Gable,Normal,83500.0,WD,0,1,6,546.0,AllPub,120,4,47,47,47.0,1638.0
1082,871,0,1,3,1Fam,4,2,0.0,0.0,6,6,0.0,0.0,2,1082.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,1043.0,3.0,5,2,Attchd,1953,1,GasA,0,2Story,1,2,Lvl,0,10574,Inside,85.0,3,0,FV,0.0,None,None,0,Somerst,50,4,8,2,3,CompShg,Gable,Normal,252000.0,WD,0,1,9,1082.0,AllPub,160,3,15,14,15.0,3035.0
970,739,0,1,3,Twnhs,4,3,0.0,0.0,6,6,0.0,0.0,2,970.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,0,380.0,2.0,5,3,Detchd,1709,0,GasA,0,2Story,1,2,Lvl,0,2522,Inside,24.0,3,0,RM,50.0,Stone,None,0,Edwards,40,4,7,2,3,CompShg,Gable,Normal,137500.0,WD,0,1,7,970.0,AllPub,0,0,16,16,16.0,2679.0
1247,0,0,2,1,TwnhsE,4,3,1039.0,0.0,2,6,1.0,0.0,2,208.0,1,Norm,Norm,SBrkr,0,4,2,MetalSd,MetalSd,4,2,1,PConc,1,6,550.0,2.0,5,0,Attchd,1247,1,GasA,0,1Story,1,2,Lvl,0,3316,Inside,37.0,0,0,FV,0.0,None,None,0,Somerst,84,4,8,2,3,CompShg,Gable,Normal,197000.0,WD,0,1,4,1247.0,AllPub,0,0,15,15,15.0,2494.0
1040,0,0,1,2,Duplex,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,0,Norm,Norm,FuseA,0,4,3,BrkFace,BrkFace,4,3,0,Slab,2,6,400.0,2.0,5,3,Detchd,1040,0,Wall,1,1Story,2,3,Lvl,0,8544,Corner,60.0,3,0,RL,0.0,None,None,0,NAmes,0,3,3,2,3,CompShg,Gable,Normal,92900.0,WD,0,1,6,0.0,AllPub,0,3,70,70,33.0,1040.0
624,628,0,2,2,Twnhs,4,3,510.0,0.0,1,6,1.0,0.0,2,90.0,1,Norm,Norm,SBrkr,0,4,2,MetalSd,MetalSd,4,3,0,PConc,2,6,462.0,2.0,5,3,Detchd,1252,1,GasA,0,2Story,1,2,Lvl,0,2160,Inside,24.0,3,0,FV,212.0,BrkFace,None,0,Somerst,48,4,7,2,3,CompShg,Gable,Normal,160000.0,WD,0,1,4,600.0,AllPub,0,2,21,20,21.0,1852.0
1390,304,0,1,4,1Fam,4,3,423.0,0.0,5,6,0.0,0.0,4,758.0,1,Norm,Norm,SBrkr,128,4,3,MetalSd,MetalSd,4,2,1,PConc,2,6,576.0,2.0,5,3,Detchd,1694,0,GasA,1,1.5Fin,1,3,Bnk,0,8400,Inside,60.0,3,0,RL,0.0,None,None,0,SWISU,0,4,6,2,3,CompShg,Gable,Normal,136500.0,WD,0,1,7,1181.0,AllPub,342,2,95,70,95.0,2875.0
1200,0,0,1,1,1Fam,4,2,661.0,0.0,2,6,1.0,0.0,4,203.0,1,Feedr,Norm,SBrkr,0,4,3,MetalSd,MetalSd,2,3,0,CBlock,1,6,884.0,2.0,5,3,Detchd,1200,1,GasA,2,1Story,1,2,Lvl,0,9230,Corner,71.0,3,0,RL,166.0,BrkFace,None,0,NAmes,64,7,5,2,3,CompShg,Hip,Normal,146000.0,WD,0,1,6,864.0,AllPub,0,0,55,22,43.0,2064.0
936,0,0,1,2,1Fam,4,3,248.0,240.0,1,5,1.0,0.0,4,448.0,1,Norm,Norm,SBrkr,80,4,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,308.0,1.0,5,0,Attchd,936,0,GasA,0,1Story,1,3,Lvl,0,5868,Inside,74.0,3,0,RL,0.0,None,None,0,NAmes,0,6,5,2,3,CompShg,Gable,Normal,129000.0,WD,160,1,4,936.0,AllPub,0,4,64,20,64.0,1872.0
1314,0,0,1,3,1Fam,4,3,24.0,0.0,2,6,0.0,0.0,2,1290.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,440.0,2.0,5,2,Attchd,1314,0,GasA,2,1Story,1,2,Lvl,0,9317,Inside,78.0,0,0,RL,0.0,None,None,0,CollgCr,22,4,6,2,3,CompShg,Gable,Normal,176432.0,WD,0,1,6,1314.0,AllPub,0,1,14,14,14.0,2628.0
773,582,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,684.0,1,Norm,Norm,SBrkr,115,4,3,Wd Sdng,Wd Sdng,4,3,0,PConc,1,6,0.0,0.0,3,1,None,1355,1,GasA,4,2Story,1,2,Lvl,0,6882,Inside,60.0,3,0,RM,0.0,None,None,0,IDOTRR,0,6,6,2,3,CompShg,Gable,Normal,127000.0,WD,0,1,7,684.0,AllPub,136,1,106,14,106.0,2039.0
1088,0,0,1,2,TwnhsE,4,3,0.0,0.0,6,6,0.0,0.0,2,1074.0,1,Norm,Norm,SBrkr,137,4,2,HdBoard,HdBoard,4,3,0,CBlock,1,6,461.0,2.0,5,2,Attchd,1088,1,GasA,0,1Story,1,2,Lvl,0,3696,Inside,43.45,3,0,RL,0.0,None,None,0,StoneBr,74,4,8,2,3,CompShg,Gable,Normal,170000.0,WD,0,1,5,1074.0,AllPub,0,1,34,34,33.0,2162.0
757,567,0,1,3,1Fam,4,3,672.0,0.0,1,6,0.0,0.0,4,0.0,1,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,4,3,0,BrkTil,1,6,240.0,1.0,5,3,Detchd,1324,0,GasA,4,1.5Fin,1,3,Lvl,0,6000,Inside,50.0,3,0,RM,0.0,None,None,0,BrkSide,0,5,4,2,3,CompShg,Gable,Normal,128000.0,WD,0,1,6,672.0,AllPub,0,3,84,70,84.0,1996.0
1601,0,0,1,3,1Fam,4,3,704.0,0.0,0,6,0.0,0.0,2,567.0,1,RRAn,Norm,SBrkr,0,4,3,Plywood,Plywood,4,5,1,CBlock,2,6,478.0,2.0,5,2,Attchd,1601,0,GasA,4,1Story,1,3,Lvl,0,11880,Inside,82.0,0,0,RL,206.0,BrkFace,None,0,NWAmes,0,4,7,2,3,CompShg,Gable,Abnorml,157000.0,COD,0,1,7,1271.0,AllPub,0,3,42,42,42.0,2872.0
438,0,0,1,1,1Fam,0,3,290.0,0.0,5,6,0.0,0.0,4,0.0,0,Norm,Norm,FuseF,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,246.0,1.0,5,3,Detchd,438,0,GasA,4,1Story,1,1,Bnk,0,8400,Inside,60.0,3,0,RL,0.0,None,None,0,SWISU,0,4,2,0,3,CompShg,Gable,Normal,60000.0,WD,0,1,3,290.0,AllPub,0,3,100,70,90.0,728.0
950,0,0,1,3,1Fam,4,3,412.0,287.0,1,3,0.0,0.0,4,251.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,MetalSd,4,3,0,CBlock,1,6,280.0,1.0,5,3,Detchd,950,0,GasA,4,1Story,1,3,Lvl,0,9758,Inside,61.0,0,0,RL,0.0,None,None,0,NAmes,0,4,5,2,3,CompShg,Gable,Normal,119500.0,WD,0,1,5,950.0,AllPub,0,1,49,49,39.0,1900.0
1134,0,0,1,2,1Fam,4,3,588.0,0.0,5,6,0.0,0.0,4,422.0,1,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,3,3,0,CBlock,1,6,254.0,1.0,5,2,Attchd,1134,0,GasA,0,1Story,1,3,Lvl,0,7000,Inside,70.0,3,0,RL,45.0,BrkFace,None,0,NAmes,16,6,5,2,3,CompShg,Gable,Family,135000.0,WD,0,1,6,1010.0,AllPub,0,1,60,18,60.0,2144.0
1194,0,0,1,3,1Fam,4,2,655.0,0.0,0,6,0.0,1.0,4,0.0,1,Norm,Norm,SBrkr,192,4,3,BrkFace,BrkFace,4,1,1,CBlock,1,6,539.0,2.0,5,0,BuiltIn,1194,0,GasA,0,1Story,1,3,Lvl,0,8910,Corner,79.0,3,0,RL,0.0,None,None,0,NAmes,0,5,6,2,3,CompShg,Hip,Normal,159500.0,WD,0,1,6,655.0,AllPub,0,0,61,61,66.0,1849.0
630,672,0,1,3,TwnhsE,4,3,0.0,0.0,6,6,0.0,0.0,4,630.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,3,0,CBlock,2,6,440.0,2.0,5,3,Detchd,1302,1,GasA,4,2Story,1,3,Lvl,0,2016,Inside,24.0,3,0,RM,304.0,BrkFace,None,0,BrDale,0,4,5,2,3,CompShg,Gable,Normal,106000.0,WD,0,1,6,630.0,AllPub,0,1,50,50,50.0,1932.0
1500,1122,0,1,3,1Fam,4,0,1032.0,0.0,2,6,1.0,0.0,0,431.0,1,Norm,Norm,SBrkr,0,4,2,HdBoard,HdBoard,4,5,2,PConc,2,6,712.0,2.0,5,2,Attchd,2622,1,GasA,0,2Story,1,2,Lvl,0,12256,Corner,98.0,0,0,RL,362.0,BrkFace,None,0,NoRidge,32,4,8,2,3,CompShg,Gable,Normal,325000.0,WD,0,1,9,1463.0,AllPub,186,4,26,25,26.0,4085.0
1442,0,0,1,3,1Fam,4,2,738.0,0.0,2,6,1.0,0.0,2,172.0,1,Feedr,Norm,SBrkr,0,4,2,HdBoard,HdBoard,4,5,1,PConc,2,6,719.0,2.0,5,0,Attchd,1442,0,GasA,2,1Story,1,2,Lvl,0,10357,Corner,114.0,0,0,RL,0.0,None,None,0,SawyerW,244,4,7,2,3,CompShg,Hip,Normal,179900.0,WD,0,1,6,910.0,AllPub,0,1,30,29,30.0,2352.0
887,1134,0,1,3,1Fam,1,3,0.0,0.0,6,6,0.0,0.0,0,868.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,422.0,2.0,5,2,BuiltIn,2021,1,GasA,0,2Story,1,2,HLS,0,23257,CulDSac,168.0,2,0,RL,0.0,None,None,0,Gilbert,100,4,7,2,3,CompShg,Gable,Partial,274725.0,New,0,1,9,868.0,AllPub,0,0,14,14,14.0,2889.0
948,742,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,924.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,5,1,PConc,2,6,463.0,2.0,5,2,Attchd,1690,1,GasA,0,2Story,1,3,Lvl,0,8063,Inside,58.132,3,0,RL,0.0,None,None,0,Gilbert,48,4,6,2,3,CompShg,Gable,Abnorml,181000.0,WD,0,1,7,924.0,AllPub,100,1,20,20,20.0,2614.0
1836,0,0,1,3,1Fam,4,2,1039.0,0.0,2,6,1.0,0.0,0,797.0,1,Norm,Norm,SBrkr,0,4,2,MetalSd,MetalSd,4,2,1,PConc,2,6,862.0,3.0,5,0,Attchd,1836,0,GasA,0,1Story,1,2,Lvl,0,11362,Inside,107.0,0,0,RL,42.0,Stone,None,0,NridgHt,185,4,8,2,3,CompShg,Gable,Normal,280000.0,WD,0,1,7,1836.0,AllPub,125,3,16,15,16.0,3672.0
773,885,0,1,3,1Fam,4,3,219.0,0.0,2,6,1.0,0.0,2,554.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,5,1,PConc,2,6,431.0,2.0,5,0,Attchd,1658,1,GasA,2,2Story,1,3,Lvl,0,8000,Inside,59.802,3,0,RL,0.0,None,None,0,Gilbert,84,4,6,2,3,CompShg,Gable,Normal,188000.0,WD,0,1,8,773.0,AllPub,224,2,25,24,25.0,2431.0
1098,866,0,1,4,1Fam,4,3,403.0,0.0,0,6,0.0,0.0,4,400.0,1,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,4,2,1,CBlock,2,6,483.0,2.0,5,2,Attchd,1964,1,GasA,4,2Story,1,3,Lvl,0,10480,Inside,80.0,3,0,RL,660.0,BrkFace,None,0,NWAmes,69,5,7,2,3,CompShg,Hip,Normal,205000.0,WD,0,1,8,803.0,AllPub,0,2,44,44,44.0,2767.0
816,0,0,1,2,1Fam,4,3,708.0,0.0,2,6,1.0,0.0,4,108.0,1,Norm,Norm,FuseA,0,4,3,WdShing,Wd Shng,4,3,0,CBlock,1,6,308.0,1.0,5,3,Detchd,816,0,GasA,4,1Story,1,3,Lvl,0,7100,Corner,73.0,0,0,RL,0.0,None,None,0,NAmes,0,6,5,2,3,CompShg,Gable,Normal,129900.0,WD,0,1,5,816.0,AllPub,0,0,63,63,63.0,1632.0
1008,0,0,1,2,1Fam,4,3,643.0,0.0,1,6,1.0,0.0,4,365.0,1,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,240.0,1.0,5,3,Attchd,1008,0,GasA,2,1Story,1,2,Lvl,0,8923,Inside,66.0,3,0,RL,0.0,None,None,0,NAmes,18,6,5,2,3,CompShg,Gable,Normal,134500.0,WD,0,1,6,1008.0,AllPub,0,1,67,14,67.0,2016.0
833,0,0,1,2,1Fam,4,3,415.0,0.0,5,6,0.0,0.0,4,418.0,1,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,2,3,0,CBlock,1,6,326.0,1.0,5,3,Detchd,833,0,GasA,0,1Story,1,2,Lvl,0,5400,Inside,90.0,3,0,RL,0.0,None,None,0,OldTown,0,6,5,2,3,CompShg,Gable,Normal,117000.0,WD,0,1,4,833.0,AllPub,0,0,66,20,65.0,1666.0
1734,0,0,1,3,1Fam,4,3,1004.0,0.0,2,6,1.0,0.0,0,730.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,928.0,3.0,5,2,Attchd,1734,0,GasA,0,1Story,1,0,Lvl,0,12085,Inside,93.0,3,0,RL,328.0,Stone,None,0,NridgHt,0,4,8,2,3,CompShg,Hip,Partial,318000.0,New,0,1,7,1734.0,AllPub,0,1,13,13,13.0,3468.0
779,640,0,1,3,1Fam,4,3,353.0,0.0,2,6,1.0,0.0,2,55.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,527.0,2.0,5,0,BuiltIn,1419,1,GasA,0,SLvl,1,2,Lvl,0,7750,Inside,63.848,3,0,RL,0.0,None,None,0,Gilbert,0,4,8,2,3,CompShg,Hip,Normal,184100.0,WD,0,1,7,408.0,AllPub,120,3,18,18,18.0,1827.0
894,0,0,1,3,1Fam,4,3,702.0,0.0,1,6,1.0,0.0,4,192.0,1,Feedr,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,450.0,2.0,5,2,Attchd,894,0,GasA,0,1Story,1,2,Lvl,0,9764,FR2,57.0,0,0,RL,0.0,None,None,0,Sawyer,0,6,5,2,3,CompShg,Gable,Normal,130000.0,WD,0,1,5,894.0,AllPub,0,2,53,17,53.0,1788.0
1021,580,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,1.0,4,533.0,1,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,4,3,0,CBlock,1,3,300.0,1.0,5,2,BuiltIn,1601,0,GasA,4,SLvl,1,3,Lvl,0,13825,Inside,85.0,3,0,RL,0.0,None,None,0,Sawyer,34,5,5,2,3,CompShg,Gable,Normal,140000.0,WD,0,1,6,533.0,AllPub,280,2,62,33,62.0,2134.0
1040,0,0,1,3,1Fam,4,3,369.0,0.0,3,6,0.0,0.0,4,671.0,1,Norm,Norm,FuseA,252,4,3,BrkFace,Wd Sdng,1,3,0,CBlock,1,6,286.0,1.0,5,2,Attchd,1040,0,GasA,4,1Story,1,3,Lvl,0,7560,Inside,70.0,3,0,RL,0.0,None,None,0,NAmes,0,4,5,2,3,CompShg,Gable,Normal,133700.0,WD,0,1,6,1040.0,AllPub,140,0,61,61,61.0,2080.0
1012,0,0,1,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,1012.0,1,Norm,Norm,FuseA,112,4,3,BrkFace,BrkFace,2,2,1,BrkTil,1,6,308.0,1.0,5,3,Detchd,1012,0,GasA,4,1Story,1,3,Bnk,1,8263,Inside,59.0,3,0,RM,0.0,None,None,0,IDOTRR,22,4,6,2,3,CompShg,Gable,Normal,118400.0,WD,0,1,6,1012.0,AllPub,0,1,100,70,100.0,2024.0
1552,0,0,1,3,1Fam,4,0,24.0,0.0,2,6,0.0,0.0,2,1528.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,782.0,3.0,5,2,Attchd,1552,0,GasA,0,1Story,1,2,Lvl,0,10084,Inside,84.0,3,0,RL,196.0,BrkFace,None,0,CollgCr,20,4,7,2,3,CompShg,Gable,Partial,212900.0,New,0,1,7,1552.0,AllPub,144,0,15,14,15.0,3104.0
960,0,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,672.0,1,Norm,Norm,FuseA,0,4,3,AsbShng,AsbShng,2,3,0,CBlock,1,6,288.0,1.0,5,3,Basment,960,0,GasA,0,1Story,1,3,Lvl,0,8926,Corner,70.424,0,0,RL,0.0,None,None,0,Edwards,0,2,4,2,3,CompShg,Gable,Abnorml,112000.0,COD,160,1,5,672.0,AllPub,64,3,64,64,64.0,1632.0
698,0,0,1,2,1Fam,4,3,0.0,0.0,6,6,0.0,1.0,4,698.0,1,Norm,Norm,SBrkr,0,0,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,0.0,0.0,3,1,None,698,0,GasA,0,1Story,1,3,Lvl,0,9405,Inside,50.0,3,0,RL,0.0,None,None,0,Edwards,200,8,5,2,3,CompShg,Hip,Normal,118000.0,WD,0,1,4,698.0,AllPub,0,3,73,12,73.0,1396.0
812,670,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,384.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,5,1,PConc,2,6,392.0,2.0,5,0,Attchd,1482,1,GasA,2,SLvl,1,2,Lvl,0,9125,Inside,67.4,0,0,RL,170.0,BrkFace,None,0,Gilbert,25,4,7,2,3,CompShg,Gable,Normal,163900.0,WD,0,1,7,384.0,AllPub,100,1,28,28,28.0,1866.0
1005,0,0,1,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,1005.0,1,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,4,5,1,CBlock,1,6,672.0,2.0,1,3,Detchd,1005,0,GasA,4,1Story,1,1,Lvl,0,10434,Inside,60.0,3,0,RL,0.0,None,None,0,NAmes,0,4,4,2,3,CompShg,Gable,Normal,115000.0,WD,0,1,5,1005.0,AllPub,0,3,65,65,43.0,2010.0
1555,0,0,1,2,TwnhsE,4,3,0.0,0.0,6,6,0.0,0.0,2,1373.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,660.0,3.0,5,0,Attchd,1555,0,GasA,0,1Story,1,2,Lvl,0,3684,Inside,53.0,3,0,RL,130.0,BrkFace,None,0,Blmngtn,20,4,7,2,3,CompShg,Hip,Normal,174000.0,WD,0,1,7,1373.0,AllPub,143,3,13,13,13.0,2928.0
1530,0,0,1,3,1Fam,4,0,1300.0,0.0,2,6,1.0,0.0,2,230.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,630.0,3.0,5,0,Attchd,1530,0,GasA,0,1Story,1,2,Lvl,0,14572,Corner,182.0,2,0,RL,0.0,None,None,0,Gilbert,36,4,7,2,3,CompShg,Hip,Family,259000.0,WD,0,1,7,1530.0,AllPub,144,1,16,16,16.0,3060.0
847,1112,0,1,4,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,2,847.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,434.0,2.0,5,0,BuiltIn,1959,1,GasA,0,2Story,1,2,Lvl,0,11796,Inside,59.0,0,0,RL,0.0,None,None,0,Gilbert,48,4,7,2,3,CompShg,Gable,Normal,215000.0,WD,0,1,8,847.0,AllPub,100,1,16,15,16.0,2806.0
936,0,0,0,2,Duplex,4,1,936.0,0.0,2,6,1.0,0.0,2,0.0,1,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,672.0,2.0,5,3,Detchd,936,0,GasA,4,SFoyer,1,3,Lvl,0,7200,Inside,60.0,3,0,RM,180.0,BrkFace,None,0,OldTown,0,4,5,2,3,CompShg,Gable,Normal,140000.0,WD,0,1,4,936.0,AllPub,49,1,40,40,40.0,1872.0
1328,653,0,1,4,1Fam,4,3,622.0,0.0,1,6,1.0,0.0,4,500.0,1,Norm,Norm,SBrkr,0,4,3,WdShing,Plywood,2,5,2,BrkTil,2,3,576.0,2.0,5,3,Detchd,1981,0,GasA,4,1.5Fin,1,2,Lvl,0,7804,Inside,65.0,3,0,RL,0.0,None,None,0,SWISU,44,2,4,2,3,CompShg,Gable,Normal,135000.0,WD,0,1,7,1122.0,AllPub,431,3,92,70,39.0,3103.0
974,0,0,1,3,1Fam,4,2,212.0,0.0,1,6,0.0,0.0,2,762.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,2,3,0,PConc,1,6,0.0,0.0,3,1,None,974,0,GasA,4,1Story,1,3,Lvl,0,10712,Inside,63.0,3,0,RL,0.0,None,None,0,Mitchel,28,4,5,2,3,CompShg,Gable,Abnorml,93500.0,Oth,0,1,5,974.0,AllPub,0,1,29,28,29.0,1948.0
1178,1032,0,1,5,1Fam,4,2,0.0,0.0,6,6,0.0,0.0,4,1008.0,1,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,4,3,0,BrkTil,2,6,205.0,1.0,5,3,Detchd,2210,0,GasW,4,2Story,1,1,Lvl,0,9900,Inside,90.0,3,0,RM,0.0,None,None,0,OldTown,48,3,6,0,3,CompShg,Gable,Normal,117500.0,WD,0,1,8,1008.0,AllPub,0,1,140,70,90.0,3218.0
1142,878,0,1,3,1Fam,4,3,584.0,0.0,2,6,0.0,0.0,2,544.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,466.0,2.0,5,2,Attchd,2020,1,GasA,0,2Story,1,2,Lvl,0,9828,Inside,80.0,0,0,RL,0.0,None,None,0,SawyerW,155,4,8,2,3,CompShg,Gable,Normal,239500.0,WD,0,1,8,1128.0,AllPub,0,3,25,25,25.0,3148.0
916,684,0,1,3,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,2,916.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,5,1,PConc,2,6,460.0,2.0,5,0,Attchd,1600,1,GasA,2,2Story,1,3,HLS,0,8773,Inside,57.0,0,0,RL,0.0,None,None,0,Gilbert,38,4,6,2,3,CompShg,Gable,Normal,169000.0,WD,0,1,7,916.0,AllPub,100,1,23,23,23.0,2516.0
